Auction	N_Item	Average_Q	N_invited	BFQ	time4	time6	time7	time8	time9	time10	time11	time12	time14	time15	time19	bid2	bid3	bid4	bid5	bid8	mkt2	mkt3	mkt4	mkt7
Doc667702940.xls	1	1	3	507600	Parallel	30	Yes	2	Yes	3	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc667804830.xls	1	1	4	478076	Parallel	30	Yes	2	Yes	4	5	5	NA	NA	NA	Do not allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc669311081.xls	1	1	4	473480	Parallel	30	Yes	2	Yes	4	5	5	NA	NA	NA	Do not allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc669583233.xls	1	1	6	1520488.2	Parallel	30	Yes	2	Yes	3	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc670161312.xls	1	1	4	443400	Parallel	30	Yes	2	Yes	4	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	No	No	No
Doc670162922.xls	1	1	3	1189151	Parallel	30	Yes	2	Yes	3	2	2	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	Yes	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc670229504.xls	1	1	2	718498.11	Parallel	10	No	NA	Yes	2	2	2	NA	NA	NA	Allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank when leading	"Yes, to Buyers and Participants"	No
Doc670230184.xls	3	1	2	1582934.91	Serial	NA	Yes	1	Yes	2	2	2	10	10	NA	Allow prebids	Nominal amount	No	No tie bids	Yes	No	No	No	No
Doc670344501.xls	1	1	5	298635	Parallel	70	Yes	2	Yes	5	2	5	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc670400207.xls	1	1	5	6720742	Parallel	30	Yes	2	Yes	5	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	Yes	No	No	No	No
Doc671090680.xls	1	1	5	4905105	Parallel	30	Yes	2	Yes	5	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	Yes	No	No	No	No
Doc672008766.xls	11	6.5	3	387540	Parallel	40	Yes	2	Yes	4	2	5	NA	NA	NA	Allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc672010284.xls	1	1	3	513085	Parallel	60	Yes	2	Yes	2	2	2	NA	NA	Yes	Do not allow prebids	Nominal amount	No	No tie bids	Yes	No	No	No	No
Doc672015879.xls	22	28327.27273	5	8414892	Serial	NA	Yes	2	Yes	2	2	2	5	3	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc672061019.xls	2	1	3	654270	Parallel	30	Yes	2	Yes	3	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc672061069.xls	2	1	4	683200	Parallel	30	Yes	2	Yes	4	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc672098124.xls	1	2	3	87610.62	Parallel	30	Yes	2	Yes	2	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc673502975.xls	1	1	3	158905	Parallel	30	Yes	2	Yes	3	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc674245603.xls	1	1	5	848598	Parallel	20	Yes	2	Yes	5	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	Yes	No	No	No	No
Doc674246378.xls	1	1	3	165705	Serial	NA	Yes	2	Yes	2	2	2	45	2	NA	Do not allow prebids	Nominal amount	No	No tie bids	Yes	No	No	No	No
Doc674257511.xls	1	1	3	517047	Parallel	30	Yes	2	Yes	3	2	2	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	Yes	No	No	No	No
Doc674257551.xls	1	1	4	356600	Parallel	30	Yes	2	Yes	4	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank when leading	"Yes, to Buyers and Participants"	No
Doc674327208.xls	1	1	3	64336.28	Parallel	30	Yes	2	Yes	3	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc674345111.xls	1	1	4	870500	Parallel	30	Yes	2	Yes	4	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank when leading	"Yes, to Buyers and Participants"	No
Doc674431821.xls	1	1	5	645550	Parallel	30	Yes	2	Yes	5	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank when leading	"Yes, to Buyers and Participants"	No
Doc675157179.xls	1	1	3	55052	Parallel	30	No	NA	Yes	2	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc675274209.xls	1	1	7	421800	Parallel	30	Yes	2	Yes	7	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc676080044.xls	2	1	6	4489240	Parallel	30	Yes	2	Yes	6	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc678508437.xls	1	1	3	69800	Serial	NA	Yes	2	Yes	3	5	5	30	2	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc678512427.xls	1	1	3	2113080	Parallel	20	No	NA	Yes	3	3	3	NA	NA	NA	Do not allow prebids	Nominal amount	No	No tie bids	Yes	No	No	No	No
Doc678537488.xls	1	1	3	103030	Parallel	30	Yes	2	Yes	3	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc678556554.xls	1	1	3	1033678	Parallel	30	Yes	2	Yes	3	2	2	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	Yes	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc678608736.xls	1	1	3	329747	Serial	NA	Yes	2	Yes	2	2	2	45	2	NA	Do not allow prebids	Nominal amount	No	No tie bids	Yes	No	No	No	No
Doc679364494.xls	6	1666.666667	3	213500	Serial	NA	Yes	1	Yes	2	1	2	5	3	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc679430021.xls	1	1	3	89000	Serial	NA	Yes	2	Yes	3	1	5	30	2	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc680237850.xls	1	1	4	300800	Parallel	30	Yes	2	Yes	4	2	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc680265180.xls	1	1	4	452606	Parallel	30	Yes	2	Yes	4	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	Yes	No	No	No	No
Doc680311422.xls	1	1	4	136995	Serial	NA	Yes	2	Yes	4	5	5	30	2	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc680334973.xls	1	1	4	525600	Parallel	30	Yes	2	Yes	2	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc680421028.xls	1	1	4	398750	Parallel	30	Yes	2	Yes	4	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc681154556.xls	1	1	6	584900	Parallel	30	Yes	2	Yes	6	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc681156364.xls	1	9720	3	3888000	Parallel	30	Yes	2	Yes	3	5	5	NA	NA	NA	Allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank when leading	"Yes, to Buyers and Participants"	No
Doc681165741.xls	1	1	3	118792	Parallel	30	Yes	2	Yes	3	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc681327304.xls	1	1	3	138990	Serial	NA	Yes	2	Yes	3	2	5	30	2	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank when leading	"Yes, to Buyers and Participants"	No
Doc682267032.xls	6	1	3	452205	Parallel	30	Yes	2	Yes	3	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	Yes	No	No	No	No
Doc682268330.xls	1	1	4	61720	Serial	NA	Yes	2	Yes	4	2	3	30	2	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc682291114.xls	1	1	4	383897	Parallel	30	Yes	2	Yes	4	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc684616193.xls	1	1	2	23999880	Parallel	30	Yes	2	Yes	2	3	3	NA	NA	NA	Allow prebids	Nominal amount	No	No tie bids	No	No	No	No	No
Doc684777494.xls	1	1	4	731248	Serial	NA	Yes	2	Yes	4	5	5	30	2	NA	Allow prebids	Percentage	No	No tie bids	No	No	No	No	No
Doc684897691.xls	10	6700	4	1185600	Serial	NA	Yes	1	Yes	2	1	2	5	3	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc685741362.xls	1	1	4	256215	Parallel	70	Yes	2	Yes	4	5	5	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank when leading	"Yes, to Buyers and Participants"	No
Doc685828816.xls	1	1	3	1014342	Parallel	30	Yes	2	Yes	3	2	2	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	Yes	No	No	No	No
Doc686598137.xls	2	1	3	549734.51	Parallel	30	Yes	2	Yes	4	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank when leading	"Yes, to Buyers and Participants"	No
Doc687676732.xls	1	1	4	61320.72	Parallel	30	No	NA	Yes	2	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc687683383.xls	2	1	2	3505950	Parallel	20	No	NA	Yes	3	3	3	NA	NA	NA	Do not allow prebids	Nominal amount	No	No tie bids	Yes	No	No	No	No
Doc687705135.xls	1	1	1	929260	Parallel	30	Yes	2	Yes	3	3	3	NA	NA	NA	Do not allow prebids	Nominal amount	No	No tie bids	Yes	No	No	No	No
Doc687747442.xls	1	1	3	3.70E+08	Parallel	30	No	NA	No	NA	NA	NA	NA	NA	NA	Do not allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc689237916.xls	1	1	3	1861430	Parallel	15	No	NA	Yes	3	3	3	NA	NA	NA	Do not allow prebids	Nominal amount	No	No tie bids	Yes	No	No	No	No
Doc690060899.xls	1	1	4	272585.5	Parallel	30	Yes	2	Yes	3	3	3	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	Yes	No	No	No	No
Doc690138981.xls	1	1	3	71400	Serial	NA	Yes	2	Yes	3	2	5	30	2	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc690983438.xls	1	1	1	1120595	Parallel	15	Yes	2	Yes	3	3	3	NA	NA	NA	Do not allow prebids	Nominal amount	No	No tie bids	Yes	No	No	No	Yes
Doc691018930.xls	1	1	3	745531	Parallel	30	Yes	2	Yes	3	2	2	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	Yes	No	No	No	No
Doc691018973.xls	1	1	5	2591600	Parallel	30	Yes	2	Yes	3	2	2	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc691043762.xls	1	1	3	2751353	Parallel	30	Yes	2	Yes	3	2	2	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	Yes	No	No	No	No
Doc691156101.xls	2	3	4	612000	Parallel	30	Yes	2	Yes	3	2	3	NA	NA	NA	Allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc691828509.xls	2	1	3	476740	Serial	NA	Yes	2	Yes	3	1	5	20	2	NA	Allow prebids	Percentage	No	No tie bids	Yes	No	No	No	No
Doc694116698.xls	3	27675	3	2107543	Serial	NA	Yes	2	Yes	3	5	5	20	2	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc695010697.xls	1	1	2	1422502.38	Parallel	30	Yes	2	Yes	2	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	No	No	No
Doc695101926.xls	1	1	3	3015966	Parallel	30	Yes	2	Yes	3	2	2	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	Yes	No	No	No	No
Doc695101967.xls	1	1	4	247500	Parallel	30	Yes	2	Yes	4	5	5	NA	NA	NA	Do not allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc695182467.xls	3	73.33333333	3	280070.4	Parallel	30	Yes	2	Yes	2	2	5	NA	NA	NA	Allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc695219504.xls	1	1	4	1305172	Parallel	30	Yes	2	Yes	3	2	2	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	Yes	No	Their own rank when leading	"Yes, to Buyers and Participants"	No
Doc695237928.xls	1	1	5	11430000	Parallel	45	Yes	2	Yes	3	2	2	NA	NA	NA	Do not allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc695237995.xls	3	1	3	1400532	Serial	NA	Yes	1	Yes	3	5	5	60	30	NA	Allow prebids	Percentage	No	No tie bids	Yes	No	No	No	No
Doc695259828.xls	1	1	6	652813	Parallel	30	Yes	2	Yes	2	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc696085240.xls	1	1	5	1928879	Serial	NA	Yes	2	Yes	3	5	5	30	2	NA	Allow prebids	Percentage	No	No tie bids	Yes	No	No	No	No
Doc699759277.xls	2	1	3	1.16E+09	Parallel	30	No	NA	Yes	3	1	1	NA	NA	NA	Do not allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc699778079.xls	1	1	4	518210	Parallel	70	Yes	2	Yes	3	5	5	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc699822213.xls	1	1	3	685824	Parallel	30	Yes	2	Yes	3	2	2	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	Yes	No	No	No	No
Doc699822294.xls	2	1	5	10897907.9	Serial	NA	Yes	2	Yes	3	2	2	30	30	NA	Allow prebids	Percentage	No	No tie bids	Yes	No	No	No	No
Doc699923520.xls	1	1	3	90600	Serial	NA	Yes	2	Yes	3	5	5	20	2	NA	Allow prebids	Percentage	No	No tie bids	No	No	No	No	No
Doc700582054.xls	1	1	4	204077	Parallel	30	Yes	2	Yes	4	5	5	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	Yes
